IOC;Bambenek Consulting Feeds;http://osint.bambenekconsulting.com/feeds/;OSINT feeds based on malicious DGA algorithms.
Disassemblers;bamfdetect;https://github.com/bwall/bamfdetect;Identifies and extracts information from bots and other malware.
Disassemblers;BAP;https://github.com/BinaryAnalysisPlatform/bap;Multiplatform and open source (MIT) binary analysis framework developed at CMU's Cylab.
Disassemblers;BARF;https://github.com/programa-stic/barf-project;Multiplatform, open source Binary Analysis and Reverse engineering Framework.
Python Other useful libraries and tools;Beautiful Soup;http://www.crummy.com/software/BeautifulSoup/;Html Parser Optimized For Screen-Scraping
Basic Penetration Testing Tools;BeeF;https://github.com/beefproject/beef;The Browser Exploitation Framework Project
Basic Penetration Testing Tools;Bella;https://github.com/manwhoami/Bella;Bella Is A Pure Python Post-Exploitation Data Mining & Remote Administration Tool For Mac Os.
Database Vulnerabilities;Berkeley DB;http://www.oracle.com/us/products/database/berkele y-db/index.html;Oracle Berkeley Db Is A Family Of Open Source, Embeddable Databases That Allows Developers To Incorporate Within Their Applications A Fast, Scalable, Transactional Database Engine With Industrial Grade Reliability And Availability.
Attacks;Bettercap;https://github.com/evilsocket/bettercap;Framework To Perform Mitm (Man In The Middle) Attacks.
Miscellaneous;Binarly;http://www.binar.ly/search;Search engine for bytes in a large corpus of malware.
Disassemblers;Binary ninja;https://binary.ninja/;A reversing engineering platform that is an alternative to IDA.
OSInt Tools;BinGoo;https://github.com/Hood3dRob1n/BinGoo;A Linux Bash Based Bing And Google Dorking Tool
Disassemblers;binnavi;https://github.com/google/binnavi;Binary analysis IDE for reverse engineering based on graph visualization.
Forensic;BinText;http://www.mcafee.com/kr/downloads/free-tools/bintext.aspx;A Small, Very Fast And Powerful Text Extractor That Will Be Of Particular Interest To Programmers
Reverse;BinUtils;http://www.gnu.org/software/binutils/binutils.html;Collection Of Binary Tools
Disassemblers;Binwalk;https://github.com/devttys0/binwalk;Firmware analysis tool.
Forensics;Bkhive and Samdump2;http://sourceforge.net/projects/ophcrack/files/samdump2/;Dump System And Sam Files
Live CD;BlackArch;http://www.blackarch.org/;Blackarch Is An Arch-Based Security Distribution. There Are Over 600 Tools In Blackarch'S Package Repository. The Blackarch Live Iso Comes With Multiple Window Managers, Including Dwm, Awesome, Fluxbox, Openbox, Wmii, I3, And Spectrwm. The Blackarch Package Repository Is Compatible With Existing Arch Installs.
Operating Systems;BlackArch Linux;https://blackarch.org/;Based On Arch Linux
Live CD;blackbuntu;http://sourceforge.net/projects/blackbuntu/;Penetration Testing Distribution Based On Ubuntu 10.10 Which Was Specially Designed For Security Training Students And Practitioners Of Information Security.
Memory Forensics;BlackLight;https://www.blackbagtech.com/blacklight.html;Windows/MacOS forensics client supporting hiberfil, pagefile, raw memory analysis
SSL Analysis Tools;BlindElephant;http://blindelephant.sourceforge.net/;Web Application Fingerprinter
Windows Utils;Bloodhound;https://github.com/adaptivethreat/Bloodhound/wiki;A Graphical Active Directory Trust Relationship Explorer
Bluetooth;Blooover II;http://trifinite.org/trifinite_stuff_bloooverii.html;Blooover Ii Is A Tool For Audit Based On Java (J2Me). It Exists In Version Blooover Ii For Audit J2Me Mobiles And As A Breeeder Edition. Easy Utility For Vulnerability Testing.
Bluetooth;Bluediving;http://bluediving.sourceforge.net/;Bluediving Is A Bluetooth Penetration Testing Suite.
Scanning;Blues Port Scanner;http://www.bluebitter.de/portscn2.htm;A Good Port Scanner Is Just One Of The Basic Tools Anyone Who Is Seriously Interested In The Internet Needs. The Bluesportscan Is, I Think, The Fastest Scanner For 32Bit Windows Which You Can Found In The Net.
Bluetooth;BlueScanner;http://sourceforge.net/projects/bluescanner/;Bluescanner Is A Bash Script That Implements A Scanner For Bluetooth Devices. It'S A Tool Designed To Extract As Much Information As Possible From Bluetooth Devices Without The Requeriment To Pair.
Bluetooth;Bluesnarfer;http://www.alighieri.org/project.html;Bluesnarfer Steals Informations From A Wireless Device Through A Bluetooth Connection. The Connection Can Be Between Mobile Phones, Pdas Or Laptops. You Can Access To A Calendar, Contact List, Emails And Text Messages.
Bluetooth;BlueSpam;http://www.mulliner.org/palm/bluespam.php;Bluespam Searches For All Discoverable Bluetooth Devices And Sends A File To Them (Spams Them) If They Support Obex. By Default A Small Text Will Be Send. To Customize The Message That Should Be Send You Need A Palm With An Sd/Mmc Card, Then You Create The Directory /Palm/Programs/Bluespam/Send/ And Put The File (Any Type Of File Will Work .Jpg Is Allways Fun) You Would Like To Send Into This Directory.
Disassemblers;Bokken;http://www.bokken.re/;GUI for Pyew and Radare
Domain analysis;boomerang;https://github.com/EmersonElectricCo/boomerang;A tool designed for consistent and safe capture of off network web resources.
Shellcode analysis;box-js;https://github.com/CapacitorSet/box-js;A tool for studying Java Script malware, featuring JScript/WScript support and ActiveX emulation.
Network;Bro;https://www.bro.org;Protocol analyzer that operates at incredible scale
Network;BroYara;https://github.com/hempnall/broyara;Use Yara rules from Bro.
Passwords;Bruter;http://sourceforge.net/projects/worawita/;Bruter Is A Parallel Network Login Brute-Forcer On Win32. This Tool Is Intended To Demonstrate The Importance Of Choosing Strong Passwords. The Goal Of Bruter Is To Support A Variety Of Services That Allow Remote Authentication.
Bluetooth;BTCrawler;http://sourceforge.net/projects/btcrawler/;An Application Used To To Discover Bluetooth Devices And The Services They Provide. Runs On J2Me Enabled Devices Supporting Midp 2.0 And Jsr082 (Java Api For Bluetooth)
Bluetooth;BTScanner;http://www.pentest.co.uk/downloads.html;Btscanner For Xp Is A Bluetooth Environment Auditing Tool For Microsoft Windows Xp, Implemented Using The Bluecove Libraries (An Open Source Implementation Of The Jsr-82 Bluetooth Api For Java).
Live CD;Bugtraq;http://bugtraq-team.com/;Bugtraq Is A Distribution Based On The 2.6.38 Kernel Has A Wide Range Of Penetration And Forensic Tools. Bugtraq Can Install From A Live Dvd Or Usb Drive, The Distribution Is Customized To The Last Package, Configured And Updated The Kernel And The Kernel Has Been Patched For Better Performance And To Recognize A Variety Of Hardware, Including Wireless Injection Patches Pentesting Other Distributions Do Not Recognize.
File Carving;bulk_extractor;https://github.com/simsong/bulk_extractor;Fast file carving tool.
Web Scanners;Burp Suite;http://www.portswigger.net/burp/;Burp Suite Is An Integrated Platform For Performing Security Testing Of Web Applications.
Penetration Testing Distributions;Buscador;https://inteltechniques.com/buscador/;A Linux Virtual Machine That Is Pre-Configured For Online Investigators
Passwords;CacheDump;http://www.off-by-one.net/;Cachedump, Licensed Under The Gpl, Demonstrates How To Recover Cache Entry Information: Username And Mscash.
Passwords;Cain & Abel;http://www.oxid.it/cain.html;Cain & Abel Is A Password Recovery Tool For Microsoft Operating Systems. It Allows Easy Recovery Of Various Kind Of Passwords By Sniffing The Network.
Web Scanners;CAL9000;https://www.owasp.org/index.php/Category:OWASP_C AL9000_Project;Cal9000 Is A Collection Of Web Application Security Testing Tools That Complement The Feature Set Of Current Web Proxies And Automated Scanners. Cal9000 Gives You The Flexibility And Functionality You Need For More Effective Manual Testing Efforts.
Vuln Scanners;Canvas;http://www.immunitysec.com/products-canvas.shtml;Immunity'S Canvas Makes Available Hundreds Of Exploits, An Automated Exploitation System, And A Comprehensive, Reliable Exploit Development Framework To Penetration Testers And Security Professionals Worldwide.
Disassemblers;Capstone;https://github.com/aquynh/capstone;Disassembly framework for binary analysis and reversing, with support for many architectures and bindings in several languages.
Network;CapTipper;https://github.com/omriher/CapTipper; Malicious HTTP traffic explorer.
Web Scanners;CAT;http://www.contextis.co.uk/research/tools/cat/;Cat Is Designed To Facilitate Manual Web Application Penetration Testing For More Complex, Demanding Application Testing Tasks.
Vuln Scanners;CAT.NET;http://www.microsoft.com/en-us/download/details.aspx?id=19968;Cat.Net Is A Binary Code Analysis Tool That Helps Identify Common Variants Of Certain Prevailing Vulnerabilities That Can Give Rise To Common Attack Vectors Such As Cross-Site Scripting (Xss), Sql Injection And Xpath Injection.
OSInt Tools;Censys;https://www.censys.io/;Collects Data On Hosts And Websites Through Daily Zmap And Zgrab Scans
Hash Cracking Tools;CeWL;https://digi.ninja/projects/cewl.php;Generates Custom Wordlists By Spidering A Target'S Website And Collecting Unique Words
Forensics;CFF Explorer;http://www.ntcore.com/exsuite.php;Pe Editor
Sniffer;Chaosreader;http://chaosreader.sourceforge.net/;A Freeware Tool To Trace Tcp/Udp/... Sessions And Fetch Application Data From Snoop Or Tcpdump Logs. This Is A Type Of "Any-Snarf" Program, As It Will Fetch Telnet Sessions, Ftp Files, Http Transfers (Html, Gif, Jpeg, ...), Smtp Emails, ... From The Captured Data Inside Network Traffic Logs.
Network;Charles Proxy;https://charlesproxy.com;A Cross-Platform Gui Web Debugging Proxy To View Intercepted Http And Https/Ssl Live Traffic
Python Debugging and reverse engineering;CHIPSEC;https://github.com/chipsec/chipsec;Framework For Analyzing The Security Of Pc Platforms Including Hardware, System Firmware (Bios/Uefi) And Platform Components.
Malware identification;chkrootkit;http://www.chkrootkit.org/;Local Linux rootkit detection.
Network;chopshop;https://github.com/MITRECND/chopshop;Protocol analysis and decoding framework.
IOC;CI Army;http://cinsscore.com;Network security block lists.
Malware identification;ClamAV;http://www.clamav.net/;Open source antivirus engine.
Malware analysis;Clean MX;http://support.clean-mx.de/clean-mx/viruses.php;Realtimedatabase of malware and malicious domains.
Traffic Capture;clj-net-pcap;https://github.com/ruedigergad/clj-net-pcap;Clj-Net-Pcap Is A Packet Capturing Library For Clojure. Clj-Net-Pcap Uses Jnetpcap And Adds Convenience Functionality Around Jnetpcap For Easing The Usability. A  Paper On Clj-Net-Pcap Was Published In Scope Of Compsacw 2014.
Network;CloudShark;https://www.cloudshark.org;Web-based tool for packet analysis and malware traffic detection.
SSL Analysis Tools;cms-explorer;https://code.google.com/archive/p/cms-explorer/;Cms Explorer Is Designed To Reveal The The Specific Modules, Plugins, Components And Themes That Various Cms Driven Web Sites Are Running.
Disassemblers;codebro;https://github.com/hugsy/codebro;Web based code browser using clang to provide basic code analysis.
Harvest and analyze IOCs;Combine;https://github.com/mlsecproject/combine;Tool to gather ThreatIntelligence indicators from publicly available sources.
Web;Commix;https://github.com/commixproject/commix;Automated All-In-One Os Command Injection And Exploitation Tool.
Honeypots;Conpot;https://github.com/mushorg/conpot;ICS/SCADA honeypot.
Python Fuzzing;Construct;http://construct.readthedocs.org/;Library For Parsing And Building Of Data Structures (Binary Or Textual). Define Your Data Structures In A Declarative Manner
Malware analysis;Contagio;http://contagiodump.blogspot.com/;A collection of recent malware samples and analyses.
Steganography;Convert;http://www.imagemagick.org/script/convert.php;Convert Images B/W Formats And Apply Filters
Web Scanners;CookieDigger;http://www.mcafee.com/us/downloads/free-tools/cookiedigger.aspx;Cookiedigger Helps Identify Weak Cookie Generation And Insecure Implementations Of Session Management By Web Applications. The Tool Works By Collecting And Analyzing Cookies Issued By A Web Application For Multiple Users.
Traffic Analysis/Inspection;CoralReef;http://www.caida.org/tools/measurement/coralreef/;Is A Software Suite Developed By Caida To Analyze Data Collected By Passive Internet Traffic Monitors. It Provides A Programming Library Libcoral, Similar To Libpcap With Extensions For Atm And Other Network Types, Which Is Available From Both C And Perl.
Honeypots;Cowrie;https://github.com/micheloosterhof/cowrie;SSH honeypot, based on Kippo. Honeypot designed to trap malware.
Forensics;Creddump;https://github.com/moyix/creddump;Dump Windows Credentials
OSInt Tools;creepy;https://github.com/ilektrojohn/creepy;A Geolocation Osint Tool
IOC;Critical Stack- Free Intel Market;https://intel.criticalstack.com;Freeintel aggregator with deduplication featuring 90+ feeds and over 1.2M indicators.
Storage and Workflow;CRITs;https://crits.github.io/;Collaborative Research Into Threats, a malware and threat repository.
Passwords;Crunch;http://sourceforge.net/projects/crunch-wordlist/;Crunch Is A Wordlist Generator Where You Can Specify A Standard Character Set Or A Character Set You Specify. Crunch Can Generate All Possible Combinations And Permutations.
Web scanner malware;Cryptam;http://www.cryptam.com/;Analyze suspicious office documents.
Services;CSWSH;http://ironwasp.org/cswsh.html;Cross-Site Websocket Hijacking Tester
Reverse;ctf_import;https://github.com/docileninja/ctf_import;Run Basic Functions From Stripped Binaries Cross Platform
Web scanner malware;Cuckoo Sandbox;https://cuckoosandbox.org/;Open source, self hosted sandbox and automated analysis system.
Web scanner malware;cuckoo-modified;https://github.com/brad-accuvant/cuckoo-modified;Modifiedversion of Cuckoo Sandbox released under the GPL. Not merged upstream due tolegal concerns by the author.
Web scanner malware;cuckoo-modified-api;https://github.com/keithjjones/cuckoo-modified-api;A Python API used to control a cuckoo-modified sandbox.
Scanning;CurrPorts;http://freestickdownload.blogspot.com/2008/06/currport.html;Currports Will Display The List Of All Currently Opened Tcp/Ip And Udp Ports On Your Pc. For Each Port In The List, Information About The Process That Opened The Port Is Also Displayed.
IOC;Cybercrime tracker;http://cybercrime-tracker.net/;Multiple botnet active tracker.
Memory Forensics;DAMM;https://github.com/504ensicsLabs/DAMM;Differential Analysis ofMalware in Memory, built on Volatility
Vuln Scanners;Damn Small SQLi Scanner;http://unconciousmind.blogspot.com/;Dsss Supports Blind/Error Sqli Tests, Depth 1 Crawling And Advanced Comparison Of Different Attributes To Distinguish Blind Responses (Titles, Http Status Codes, Filtered Text Only Lengths And Fuzzy Comparison Of Contents Itself). If You Are Satisfied With Your Commercial Tool Scanning Results Then I Believe That You Could Even Be More Satisfied With This One.
Vuln Apps;Damn Vulnerable Linux;http://www.damnvulnerablelinux.org/;Damn Vulnerable Linux (Dvl) Is Everything A Good Linux Distribution Isn‚Äôt. Its Developers Have Spent Hours Stuffing It With Broken, Ill-Configured, Outdated, And Exploitable Software That Makes It Vulnerable To Attacks. Dvl Isn‚Äôt Built To Run On Your Desktop ‚Äì It‚Äôs A Learning Tool For Security Students
Vuln Apps;Damn Vulnerable Web Application (DVWA);http://www.dvwa.co.uk/;Damn Vulnerable Web App (Dvwa) Is A Php/Mysql Web Application That Is Damn Vulnerable. Its Main Goals Are To Be An Aid For Security Professionals To Test Their Skills And Tools In A Legal Environment, Help Web Developers Better Understand The Processes Of Securing Web Applications And Aid Teachers/Students To Teach/Learn Web Application Security In A Class Room Environment.
Database Vulnerabilities;Database browser;http://www.dbsoftlab.com/database-editors/database-browser/overview.html;Database Browser Is An Universal Table Editor. This Easy To Use Tool Allows User To Connect To Any Database And Browse Or Modify Data,Run Sql Scripts, Export And Print Data.
OSInt Tools;DataSploit;https://github.com/upgoingstar/datasploit;Osint Visualizer Utilizing Shodan, Censys, Clearbit, Emailhunter, Fullcontact, And Zoomeye Behind The Scenes.
Database Vulnerabilities;Db2utils;http://www.cqure.net/wp/db2utils/;Db2Utils Is A Small Collection Of Db2 Utilities. It Currently Features Three Different Tools Db2Disco, Db2Fakesrv And Db2Getprofile.
Database Vulnerabilities;DBPwAudit;http://www.cqure.net/wp/tools/database/dbpwaudit/;Dbpwaudit Is A Java Tool That Allows You To Perform Online Audits Of Password Quality For Several Database Engines. The Application Design Allows For Easy Adding Of Additional Database Drivers By Simply Copying New Jdbc Drivers To The Jdbc Directory.
Miscellaneous;DC3-MWCP;https://github.com/Defense-Cyber-Crime-Center/DC3-MWCP;The Defense Cyber Crime Center's Malware Configuration Parser framework.
Deobfuscation;de4dot;https://github.com/0xd4d/de4dot;.NET deobfuscator and unpacker.
Network Tools;Debookee (MAC OS X);http://www.iwaxx.com/debookee/;Intercept Traffic From Any Device On Your Network
Web scanner malware;DeepViz;https://www.deepviz.com/;Multi-format file analyzer with machine-learning classification.
Domain analysis;Desenmascara.me;http://desenmascara.me;One click tool to retrieve as much metadata as possible for a website and to assess its good standing.
Network Tools;DET;https://github.com/sensepost/DET;Det Is A Proof Of Concept To Perform Data Exfiltration Using Either Single Or Multiple Channel(S) At The Same Time
Malware identification;Detect-It-Easy;https://github.com/horsicq/Detect-It-Easy;A program for determining types of files.
Reverse;Detox;http://relentless-coding.org/projects/jsdetox/install;A Javascript Malware Analysis Tool
Web scanner malware;detux;https://github.com/detuxsandbox/detux/;A sandbox developed to do traffic analysis of Linux malwares and capturing IOCs.
Python PDF;Didier Stevens' PDF;http://blog.didierstevens.com/programs/pdf-tools;Analyse,Identify And Create Pdf Files
Domain analysis;Dig;http://networking.ringofsaturn.com/;Free online dig and other network tools.
Web Scanners;DIRB;http://dirb.sourceforge.net/;Dirb Is A Web Content Scanner. It Looks For Existing (And/Or Hidden) Web Objects. It Basically Works By Launching A Dictionary Based Attack Against A Web Server And Analizing The Response.
Python Network;Dirtbags py-pcap;http://dirtbags.net/py-pcap.html;Read Pcap Files Without Libpcap
Shellcode analysis;diStorm;http://www.ragestorm.net/distorm/;Disassembler for analyzing malicious shellcode.
Exploits;DLLInjector;https://github.com/OpenSecurityResearch/dllinjector;Inject Dlls In Processes
Forensics;Dnscat;https://wiki.skullsecurity.org/Dnscat;Hosts Communication Through Dns
Network Tools;dnschef;http://thesprawl.org/projects/dnschef/;A Highly Configurable Dns Proxy For Pentesters
Network Tools;DNSDumpster;https://dnsdumpster.com/;Online Dns Recon And Search Service
Enumeration;dnsenum;http://code.google.com/p/dnsenum/;The Purpose Of Dnsenum Is To Gather As Much Information As Possible About A Domain.
DNS Utilities;dnsgram;https://doc.powerdns.com/md/manpages/dnsgram.1/;Dnsgram Is A Debugging Tool For Intermittent Resolver Failures. It Takes One Or More Input Pcap Files And Generates Statistics On 5 Second Segments Allowing The Study Of Intermittent Resolver Issues.
Enumeration;Dnsmap;http://www.gnucitizen.org/blog/new-version-of-dnsmap-out/;Dnsmap Is Mainly Meant To Be Used By Pentesters During The Information Gathering/Enumeration Phase Of Infrastructure Security Assessments.
Disassemblers;dnSpy;https://github.com/0xd4d/dnSpy;.NET assembly editor, decompiler and debugger.
Enumeration;Dnsrecon;http://www.darkoperator.com/blog/2009/4/3/dns-recon-tool-written-in-ruby.html;I Wrote This Tool Back In Late 2006 And It Has Been My Favorite Tool For Enumeration Thru Dns, In Great Part Because I Wrote It And It Gives The Output In A Way That I Can Manipulate It In My Own Style.  One Of The Features That I Used The Most And Gave Me Excellent Results Is The Srv Record Enumeration.
DNS Utilities;dnsreplay;https://doc.powerdns.com/md/manpages/dnsreplay.1/;Dnsreplay Takes Recorded Questions And Answers And Replays Them To The Specified Nameserver And Reporting Afterwards Which Percentage Of Answers Matched, Were Worse Or Better. Then Compares The Answers And Some Other Metrics With The Actual Ones With Those Found In The Dumpfile.
DNS Utilities;dnsscan;https://doc.powerdns.com/md/manpages/dnsscan.1/;Dnsscan Takes One Or More Infiles In Pcap Format And Generates A List Of The Number Of Queries Per Query Type.
DNS Utilities;dnsscope;https://doc.powerdns.com/md/manpages/dnsscope.1/;Dnsscope Takes An Input Pcap And Generates Some Simple Statistics Outputs These To Console.
Enumeration;Dnstracer;http://www.mavetju.org/unix/dnstracer.php;Dnstracer Determines Where A Given Domain Name Server (Dns) Gets Its Information From, And Follows The Chain Of Dns Servers Back To The Servers Which Know The Data.
Domain analysis;dnstwist;https://github.com/elceef/dnstwist;Domain name permutation engine for detecting typo squatting, phishing and corporate espionage.
DNS Utilities;dnswasher;https://doc.powerdns.com/md/manpages/dnswasher.1/;Dnswasher Takes An Input File In Pcap Format And Writes Out A Pcap File, While Obfuscating End-User Ip Addresses. This Is Useful To Share Data With Third Parties While Attempting To Protect The Privacy Of Your Users.
Web scanner malware;Document Analyzer;https://www.document-analyzer.net/;Free dynamic analysis of DOC and PDF files.
OSInt Tools;dork-cli;https://github.com/jgor/dork-cli;Command-Line Google Dork Tool.
Traffic Analysis/Inspection;DPDK;http://dpdk.org/;Is A Set Of Libraries And Drivers For Fast Packet Processing. It Was Designed To Run On Any Processors. The First Supported Cpu Was Intel X86 And It Is Now Extended To Ibm Power 8, Ezchip Tile-Gx And Arm. It Runs Mostly In Linux Userland. A Freebsd Port Is Available For A Subset Of Dpdk Features.
Traffic Analysis/Inspection;DPKT;http://code.google.com/p/dpkt/;Python Packet Creation/Parsing Library.
Scanning;Dr.Morena;http://www.securityfriday.com/tools/DrMorena.html;Dr.Morena Is A Tool To Confirm The Rule Configuration Of A Firewall. The Configuration Of A Firewall Is Done By Combining More Than One Rule.
Web scanner malware;DRAKVUF;https://github.com/tklengyel/drakvuf;Dynamic malware analysis system.
Network Tools;Dripcap;https://github.com/dripcap/dripcap;Caffeinated Packet Analyzer
Network Tools;Dshell;https://github.com/USArmyResearchLab/Dshell;Network Forensic Analysis Framework
Sniffer;dsniff;http://monkey.org/~dugsong/dsniff/;Dsniff Is A Collection Of Tools For Network Auditing And Penetration Testing. Dsniff, Filesnarf, Mailsnarf, Msgsnarf, Urlsnarf, And Webspy Passively Monitor A Network For Interesting Data.
Enumeration;DumpSec;http://www.systemtools.com/somarsoft/;Somarsoft'S Dumpsec Is A Security Auditing Program For Microsoft Windows Nt/Xp/200X.
Forensics;DVCS Ripper;https://github.com/kost/dvcs-ripper;Rips Web Accessible (Distributed) Version Control Systems
Traffic Analysis/Inspection;ECap;https://bitbucket.org/nathanj/ecap/wiki;(External Capture) Is A Distributed Network Sniffer With A Web Front- End. Ecap Was Written Many Years Ago In 2005, But A Post On The Tcpdump-Workers Mailing List Requested A Similar Application... So Here It Is. It Would Be Fun To Update It And Work On It Again If There'S Any Interest.
Windows Utils;Empire;https://www.powershellempire.com/;A Pure Powershell Post-Exploitation Agent
Forensic;EnCase;https://www.guidancesoftware.com/products/Pages/encase-forensic/overview.aspx;The Shared Technology Within A Suite Of Digital Investigations Products By Guidance Software
Passwords;Enumiax;http://enumiax.sourceforge.net/;Enumiax Is An Inter Asterisk Exchange Version 2 (Iax2) Protocol Username Brute-Force Enumerator. Enumiax May Operate In Two Distinct Modes  Sequential Username Guessing Or Dictionary Attack.
